epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.46469623883178834,0.29622375556877006,0.8867,0.8921,"{'cloudy': 0.8836, 'rainy': 0.8458, 'snowy': 0.9098, 'sunny': 0.9078}",0.0001
1,0.32164675451857544,0.25314839081348556,0.9064,0.9061,"{'cloudy': 0.8963, 'rainy': 0.8815, 'snowy': 0.9309, 'sunny': 0.9167}",9.988946049184609e-05
2,0.2615372878013345,0.2786132916317959,0.8917,0.8973,"{'cloudy': 0.888, 'rainy': 0.8761, 'snowy': 0.8895, 'sunny': 0.9133}",9.955833566366162e-05
3,0.23644060915799023,0.2795391741389646,0.9014,0.9009,"{'cloudy': 0.8871, 'rainy': 0.8685, 'snowy': 0.9347, 'sunny': 0.9153}",9.900810439931104e-05
4,0.19968625635219706,0.3007309427409375,0.9018,0.9018,"{'cloudy': 0.8888, 'rainy': 0.8707, 'snowy': 0.9314, 'sunny': 0.9163}",9.824122416519163e-05
5,0.17344219045999834,0.3608970988499571,0.8911,0.894,"{'cloudy': 0.8795, 'rainy': 0.849, 'snowy': 0.9219, 'sunny': 0.9142}",9.726112003459197e-05
6,0.14553632792898327,0.3605808495723868,0.8997,0.8957,"{'cloudy': 0.8776, 'rainy': 0.8803, 'snowy': 0.933, 'sunny': 0.9081}",9.607216939048322e-05
7,0.12536021225875424,0.371253984042179,0.895,0.8952,"{'cloudy': 0.882, 'rainy': 0.8644, 'snowy': 0.9241, 'sunny': 0.9097}",9.467968237506411e-05
8,0.10699895943958573,0.4947912338838521,0.881,0.8869,"{'cloudy': 0.8739, 'rainy': 0.8289, 'snowy': 0.9101, 'sunny': 0.9109}",9.308987817337689e-05
9,0.08807154334869512,0.5460458126291827,0.8834,0.8819,"{'cloudy': 0.8633, 'rainy': 0.8654, 'snowy': 0.9076, 'sunny': 0.8974}",9.130985723691713e-05
10,0.07726769931826465,0.5882622236754081,0.8984,0.8945,"{'cloudy': 0.8745, 'rainy': 0.8728, 'snowy': 0.9376, 'sunny': 0.9086}",8.93475695712937e-05
11,0.07247839543607927,0.576386361056058,0.8979,0.8971,"{'cloudy': 0.8856, 'rainy': 0.8712, 'snowy': 0.926, 'sunny': 0.9087}",8.72117792295739e-05
