epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.6392234732707341,1.320373887601106,0.2003,0.3734,"{'cloudy': 0.0969, 'rainy': 0.0, 'snowy': 0.163, 'sunny': 0.5414}",0.0001
1,0.3247472498388517,1.2308361063832822,0.2991,0.4827,"{'cloudy': 0.3807, 'rainy': 0.0, 'snowy': 0.2195, 'sunny': 0.5963}",9.988946049184609e-05
2,0.24013557856281598,1.1205993968507517,0.4208,0.6058,"{'cloudy': 0.594, 'rainy': 0.0588, 'snowy': 0.3421, 'sunny': 0.6883}",9.955833566366162e-05
3,0.1802476133619036,0.9922568072443423,0.5446,0.7109,"{'cloudy': 0.7297, 'rainy': 0.1667, 'snowy': 0.506, 'sunny': 0.7762}",9.900810439931104e-05
4,0.13794012467066447,0.8495828198349994,0.6712,0.7911,"{'cloudy': 0.8013, 'rainy': 0.35, 'snowy': 0.6809, 'sunny': 0.8527}",9.824122416519163e-05
5,0.13916280329937025,0.7054330551105997,0.7634,0.8423,"{'cloudy': 0.8423, 'rainy': 0.5435, 'snowy': 0.7677, 'sunny': 0.9003}",9.726112003459197e-05
6,0.10202727700982775,0.5686686803465304,0.8017,0.8645,"{'cloudy': 0.8615, 'rainy': 0.6465, 'snowy': 0.78, 'sunny': 0.9186}",9.607216939048322e-05
7,0.09943653785047077,0.45013977781586023,0.8437,0.8852,"{'cloudy': 0.881, 'rainy': 0.729, 'snowy': 0.8381, 'sunny': 0.9267}",9.467968237506411e-05
8,0.06743331636701311,0.3541134252496388,0.8846,0.9073,"{'cloudy': 0.9025, 'rainy': 0.8, 'snowy': 0.9009, 'sunny': 0.9349}",9.308987817337689e-05
9,0.060398733332043604,0.27967508072438446,0.8947,0.9115,"{'cloudy': 0.9057, 'rainy': 0.8276, 'snowy': 0.9107, 'sunny': 0.9347}",9.130985723691713e-05
10,0.05064691702524821,0.22874702448430267,0.902,0.9184,"{'cloudy': 0.9122, 'rainy': 0.8235, 'snowy': 0.9298, 'sunny': 0.9426}",8.93475695712937e-05
11,0.05477665840160279,0.194470028595432,0.9113,0.9225,"{'cloudy': 0.9177, 'rainy': 0.8293, 'snowy': 0.9573, 'sunny': 0.9408}",8.72117792295739e-05
12,0.04545091905054592,0.17464967106428483,0.9254,0.9322,"{'cloudy': 0.9282, 'rainy': 0.8527, 'snowy': 0.9748, 'sunny': 0.9457}",8.491202516989479e-05
13,0.0357266376770678,0.16384456966720198,0.9335,0.935,"{'cloudy': 0.929, 'rainy': 0.8855, 'snowy': 0.9752, 'sunny': 0.9443}",8.245857865216071e-05
14,0.026725910426605316,0.1593088427933095,0.9335,0.935,"{'cloudy': 0.9305, 'rainy': 0.8939, 'snowy': 0.9672, 'sunny': 0.9424}",7.986239736410308e-05
15,0.027898052157390687,0.16189404540320695,0.9288,0.9322,"{'cloudy': 0.9303, 'rainy': 0.9023, 'snowy': 0.944, 'sunny': 0.9387}",7.713507648158695e-05
16,0.017658486110823494,0.16772614320127657,0.9304,0.9322,"{'cloudy': 0.9301, 'rainy': 0.9023, 'snowy': 0.9524, 'sunny': 0.9371}",7.428879688174084e-05
17,0.018345304436626887,0.17692096150953465,0.9341,0.935,"{'cloudy': 0.9314, 'rainy': 0.9197, 'snowy': 0.9449, 'sunny': 0.9404}",7.133627074020258e-05
18,0.01707657447883061,0.1891148052533896,0.9341,0.935,"{'cloudy': 0.9314, 'rainy': 0.9197, 'snowy': 0.9449, 'sunny': 0.9404}",6.829068475545687e-05
19,0.016397374655519215,0.20234666462736484,0.9341,0.935,"{'cloudy': 0.9314, 'rainy': 0.9197, 'snowy': 0.9449, 'sunny': 0.9404}",6.516564125383888e-05
20,0.022139953396150044,0.2217721924038731,0.9358,0.9378,"{'cloudy': 0.9344, 'rainy': 0.9197, 'snowy': 0.9449, 'sunny': 0.9441}",6.197509743824264e-05
21,0.015639051901442665,0.23929277680759775,0.9366,0.9391,"{'cloudy': 0.936, 'rainy': 0.9197, 'snowy': 0.9449, 'sunny': 0.9459}",5.873330305186492e-05
22,0.02832929098180362,0.25462869350977874,0.9351,0.9364,"{'cloudy': 0.9327, 'rainy': 0.913, 'snowy': 0.9524, 'sunny': 0.9424}",5.545473673539287e-05
23,0.0062617419376259755,0.26869404766764743,0.9334,0.9336,"{'cloudy': 0.9294, 'rainy': 0.913, 'snowy': 0.9524, 'sunny': 0.9389}",5.2154041361879886e-05
24,0.007014612214905875,0.28401587965871417,0.9284,0.9281,"{'cloudy': 0.9246, 'rainy': 0.913, 'snowy': 0.944, 'sunny': 0.9319}",4.884595863812011e-05
25,0.00934361084586098,0.3009428267033343,0.9307,0.9295,"{'cloudy': 0.9261, 'rainy': 0.913, 'snowy': 0.9516, 'sunny': 0.9322}",4.554526326460713e-05
