epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.6606861917755088,0.636660591699183,0.9074,0.9091,"{'cloudy': 0.8986, 'rainy': 0.9263, 'snowy': 0.8817, 'sunny': 0.9231}",3e-05
1,0.25358924903982394,0.5734380618669093,0.9098,0.913,"{'cloudy': 0.9028, 'rainy': 0.9263, 'snowy': 0.8817, 'sunny': 0.9286}",2.9967619740035725e-05
2,0.17467223570958987,0.5165857733227313,0.9179,0.917,"{'cloudy': 0.9057, 'rainy': 0.9362, 'snowy': 0.9011, 'sunny': 0.9286}",2.9870623578244312e-05
3,0.10762093800145227,0.4698210700880736,0.921,0.919,"{'cloudy': 0.9083, 'rainy': 0.9362, 'snowy': 0.9111, 'sunny': 0.9286}",2.970944472303051e-05
4,0.083745758477095,0.4352318913443014,0.9222,0.9209,"{'cloudy': 0.9103, 'rainy': 0.9362, 'snowy': 0.9111, 'sunny': 0.9313}",2.9484803038288462e-05
5,0.0703207072172616,0.40763643116224557,0.9206,0.9229,"{'cloudy': 0.9128, 'rainy': 0.9362, 'snowy': 0.8966, 'sunny': 0.9367}",2.9197701828314823e-05
6,0.04000232137135557,0.38692156446632,0.9206,0.9229,"{'cloudy': 0.9128, 'rainy': 0.9362, 'snowy': 0.8966, 'sunny': 0.9367}",2.884942335680822e-05
7,0.03441614501580999,0.3726773430244066,0.9218,0.9249,"{'cloudy': 0.9149, 'rainy': 0.9362, 'snowy': 0.8966, 'sunny': 0.9394}",2.844152311996828e-05
8,0.019412671190661354,0.36170927551575005,0.9283,0.9289,"{'cloudy': 0.9199, 'rainy': 0.9474, 'snowy': 0.907, 'sunny': 0.9391}",2.7975822899272025e-05
9,0.023358759495454864,0.352111570420675,0.9283,0.9289,"{'cloudy': 0.9199, 'rainy': 0.9474, 'snowy': 0.907, 'sunny': 0.9391}",2.745440262495553e-05
10,0.011474932216711947,0.34450219641439617,0.9328,0.9328,"{'cloudy': 0.9248, 'rainy': 0.9474, 'snowy': 0.9176, 'sunny': 0.9415}",2.687959108654059e-05
11,0.01441914970810349,0.338438150822185,0.9328,0.9328,"{'cloudy': 0.9248, 'rainy': 0.9474, 'snowy': 0.9176, 'sunny': 0.9415}",2.625395553189539e-05
12,0.01356149505119066,0.3341443521203473,0.9352,0.9368,"{'cloudy': 0.9294, 'rainy': 0.9474, 'snowy': 0.9176, 'sunny': 0.9466}",2.558029020128232e-05
13,0.0016463224247500704,0.3315159900812432,0.9376,0.9407,"{'cloudy': 0.9336, 'rainy': 0.9474, 'snowy': 0.9176, 'sunny': 0.9519}",2.486160384760264e-05
14,0.017108689288835268,0.3306909827515483,0.9435,0.9466,"{'cloudy': 0.9385, 'rainy': 0.9474, 'snowy': 0.9286, 'sunny': 0.9594}",2.4101106298575656e-05
15,0.003119342532512304,0.3317317316541448,0.9466,0.9486,"{'cloudy': 0.9409, 'rainy': 0.9574, 'snowy': 0.9286, 'sunny': 0.9594}",2.330219412086891e-05
16,0.009327200367241292,0.33444190223235637,0.9466,0.9486,"{'cloudy': 0.9409, 'rainy': 0.9574, 'snowy': 0.9286, 'sunny': 0.9594}",2.246843545020692e-05
17,0.013491329510469694,0.33728280654759146,0.9432,0.9466,"{'cloudy': 0.9388, 'rainy': 0.9462, 'snowy': 0.9286, 'sunny': 0.9594}",2.1603554055210866e-05
18,0.004837427489660881,0.3405507225834299,0.9432,0.9466,"{'cloudy': 0.9388, 'rainy': 0.9462, 'snowy': 0.9286, 'sunny': 0.9594}",2.071141270614394e-05
19,0.004213944228517043,0.34521128598134965,0.9432,0.9466,"{'cloudy': 0.9388, 'rainy': 0.9462, 'snowy': 0.9286, 'sunny': 0.9594}",1.97959959228417e-05
