epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.5407856072756891,0.2980087817646563,0.8912,0.8912,"{'cloudy': 0.8805, 'rainy': 0.8699, 'snowy': 0.9112, 'sunny': 0.9032}",0.0001
1,0.3617719209185701,0.27191738321770964,0.8938,0.8985,"{'cloudy': 0.8878, 'rainy': 0.8612, 'snowy': 0.9101, 'sunny': 0.916}",9.988946049184609e-05
2,0.3139341063161276,0.2865664413205418,0.8958,0.8931,"{'cloudy': 0.875, 'rainy': 0.8706, 'snowy': 0.9306, 'sunny': 0.9071}",9.955833566366162e-05
3,0.2838221797878647,0.27504564379781204,0.8982,0.9006,"{'cloudy': 0.8879, 'rainy': 0.8631, 'snowy': 0.9237, 'sunny': 0.9181}",9.900810439931104e-05
4,0.25646704819894606,0.31607877506419,0.8798,0.8879,"{'cloudy': 0.87, 'rainy': 0.8247, 'snowy': 0.9065, 'sunny': 0.9182}",9.824122416519163e-05
5,0.23569564613914806,0.2855185430790166,0.9001,0.9028,"{'cloudy': 0.8894, 'rainy': 0.8586, 'snowy': 0.9311, 'sunny': 0.9212}",9.726112003459197e-05
6,0.2104673489391012,0.307255681586973,0.8988,0.8973,"{'cloudy': 0.8839, 'rainy': 0.8686, 'snowy': 0.9321, 'sunny': 0.9106}",9.607216939048322e-05
7,0.19115300562791174,0.3107311560726919,0.9019,0.9011,"{'cloudy': 0.8902, 'rainy': 0.8755, 'snowy': 0.9294, 'sunny': 0.9123}",9.467968237506411e-05
8,0.1746071595239119,0.3132737604469854,0.9024,0.903,"{'cloudy': 0.8947, 'rainy': 0.8746, 'snowy': 0.9265, 'sunny': 0.9139}",9.308987817337689e-05
9,0.15631786398801678,0.34956872754797963,0.8944,0.8935,"{'cloudy': 0.8832, 'rainy': 0.863, 'snowy': 0.9265, 'sunny': 0.9048}",9.130985723691713e-05
10,0.1405725106172815,0.4003297191093739,0.8931,0.8938,"{'cloudy': 0.8754, 'rainy': 0.8647, 'snowy': 0.9198, 'sunny': 0.9125}",8.93475695712937e-05
11,0.1264205811301377,0.39283886562144926,0.8978,0.8983,"{'cloudy': 0.8855, 'rainy': 0.87, 'snowy': 0.9229, 'sunny': 0.9129}",8.72117792295739e-05
12,0.1124795982773209,0.408092854869095,0.8991,0.8969,"{'cloudy': 0.8806, 'rainy': 0.8775, 'snowy': 0.9281, 'sunny': 0.9102}",8.491202516989479e-05
13,0.0987463879771884,0.43725238386743753,0.8953,0.8945,"{'cloudy': 0.8802, 'rainy': 0.8667, 'snowy': 0.9255, 'sunny': 0.909}",8.245857865216071e-05
14,0.09310860474517947,0.4681054940281237,0.8987,0.8966,"{'cloudy': 0.8819, 'rainy': 0.8735, 'snowy': 0.9297, 'sunny': 0.9099}",7.986239736410308e-05
15,0.08436338913819595,0.5076842646573049,0.8974,0.8964,"{'cloudy': 0.883, 'rainy': 0.866, 'snowy': 0.9311, 'sunny': 0.9095}",7.713507648158695e-05
16,0.0768846092035241,0.5384376596817563,0.8934,0.8933,"{'cloudy': 0.8837, 'rainy': 0.866, 'snowy': 0.919, 'sunny': 0.9049}",7.428879688174084e-05
17,0.07328856564648237,0.5922242859580776,0.8987,0.8959,"{'cloudy': 0.8792, 'rainy': 0.8713, 'snowy': 0.9347, 'sunny': 0.9096}",7.133627074020258e-05
