epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.2861588584924383,0.3646965844653741,0.9016,0.899,"{'cloudy': 0.8822, 'rainy': 0.8811, 'snowy': 0.9291, 'sunny': 0.9141}",3e-05
1,0.14874018318452206,0.2935894582963468,0.9192,0.9156,"{'cloudy': 0.9037, 'rainy': 0.9197, 'snowy': 0.9291, 'sunny': 0.9241}",2.9967619740035725e-05
2,0.11272944076689392,0.2515414988118855,0.9332,0.9295,"{'cloudy': 0.9211, 'rainy': 0.9333, 'snowy': 0.944, 'sunny': 0.9343}",2.9870623578244312e-05
3,0.07997526340290538,0.22715963743183004,0.9399,0.9364,"{'cloudy': 0.9283, 'rainy': 0.9474, 'snowy': 0.9431, 'sunny': 0.941}",2.970944472303051e-05
4,0.0503741748582505,0.21210630200761033,0.9416,0.9391,"{'cloudy': 0.9318, 'rainy': 0.9474, 'snowy': 0.9431, 'sunny': 0.9443}",2.9484803038288462e-05
5,0.04443344650938863,0.20515760559552995,0.9481,0.9447,"{'cloudy': 0.9383, 'rainy': 0.9474, 'snowy': 0.9587, 'sunny': 0.9479}",2.9197701828314823e-05
6,0.038127310509587786,0.20098514837257925,0.9481,0.9447,"{'cloudy': 0.9383, 'rainy': 0.9474, 'snowy': 0.9587, 'sunny': 0.9479}",2.884942335680822e-05
7,0.022982781722395273,0.2026572184599166,0.9476,0.9461,"{'cloudy': 0.94, 'rainy': 0.9403, 'snowy': 0.9587, 'sunny': 0.9512}",2.844152311996828e-05
8,0.028042792644372865,0.21005340450445206,0.9513,0.9502,"{'cloudy': 0.9453, 'rainy': 0.9474, 'snowy': 0.958, 'sunny': 0.9545}",2.7975822899272025e-05
9,0.024121446383131354,0.22159378738433588,0.9473,0.9461,"{'cloudy': 0.9406, 'rainy': 0.9394, 'snowy': 0.958, 'sunny': 0.951}",2.745440262495553e-05
10,0.012995946169062085,0.2371625126684634,0.9455,0.9461,"{'cloudy': 0.9408, 'rainy': 0.9394, 'snowy': 0.9492, 'sunny': 0.9527}",2.687959108654059e-05
11,0.024333092485960984,0.2567130004756637,0.9448,0.9447,"{'cloudy': 0.9408, 'rainy': 0.9394, 'snowy': 0.95, 'sunny': 0.949}",2.625395553189539e-05
12,0.009928549599142026,0.2787004175624456,0.9448,0.9447,"{'cloudy': 0.9408, 'rainy': 0.9394, 'snowy': 0.95, 'sunny': 0.949}",2.558029020128232e-05
13,0.01779413829589747,0.30133943575941474,0.9456,0.9461,"{'cloudy': 0.9423, 'rainy': 0.9394, 'snowy': 0.95, 'sunny': 0.9509}",2.486160384760264e-05
14,0.02622529266243596,0.32120281489101804,0.9456,0.9461,"{'cloudy': 0.9423, 'rainy': 0.9394, 'snowy': 0.95, 'sunny': 0.9509}",2.4101106298575656e-05
15,0.007370235146257444,0.34189263792192776,0.9504,0.9488,"{'cloudy': 0.9455, 'rainy': 0.9474, 'snowy': 0.958, 'sunny': 0.9509}",2.330219412086891e-05
16,0.011776941170341976,0.36240416550332144,0.9513,0.9502,"{'cloudy': 0.947, 'rainy': 0.9474, 'snowy': 0.958, 'sunny': 0.9527}",2.246843545020692e-05
17,0.00841847842491484,0.38449913383094175,0.9568,0.9544,"{'cloudy': 0.9502, 'rainy': 0.9545, 'snowy': 0.9661, 'sunny': 0.9564}",2.1603554055210866e-05
18,0.0015176881588899547,0.40774091914065436,0.9568,0.9544,"{'cloudy': 0.9504, 'rainy': 0.9545, 'snowy': 0.9661, 'sunny': 0.9562}",2.071141270614394e-05
19,0.011647375051666214,0.43095234130104837,0.9544,0.953,"{'cloudy': 0.9489, 'rainy': 0.9466, 'snowy': 0.9661, 'sunny': 0.9562}",1.97959959228417e-05
20,0.01368174753414076,0.4525951317017757,0.9567,0.9544,"{'cloudy': 0.9506, 'rainy': 0.9538, 'snowy': 0.9661, 'sunny': 0.9562}",1.8861392178879166e-05
21,0.010846135292712918,0.47279240329213956,0.9567,0.9544,"{'cloudy': 0.9506, 'rainy': 0.9538, 'snowy': 0.9661, 'sunny': 0.9562}",1.7911775641455386e-05
22,0.0046668108585708485,0.4866448056773735,0.9567,0.9544,"{'cloudy': 0.9506, 'rainy': 0.9538, 'snowy': 0.9661, 'sunny': 0.9562}",1.695138752854943e-05
23,0.005525428568809998,0.4988356296090467,0.9558,0.953,"{'cloudy': 0.949, 'rainy': 0.9538, 'snowy': 0.9661, 'sunny': 0.9544}",1.598451716661128e-05
24,0.007272939927887718,0.5191285079874095,0.9558,0.953,"{'cloudy': 0.949, 'rainy': 0.9538, 'snowy': 0.9661, 'sunny': 0.9544}",1.501548283338872e-05
25,0.0032663456195947474,0.5489948587774377,0.951,0.9502,"{'cloudy': 0.9459, 'rainy': 0.9466, 'snowy': 0.9573, 'sunny': 0.9544}",1.4048612471450574e-05
26,0.011415216787018408,0.5777693001092695,0.951,0.9502,"{'cloudy': 0.9459, 'rainy': 0.9466, 'snowy': 0.9573, 'sunny': 0.9544}",1.3088224358544615e-05
27,0.005722066314571297,0.597944716559512,0.951,0.9502,"{'cloudy': 0.946, 'rainy': 0.9466, 'snowy': 0.9573, 'sunny': 0.9542}",1.2138607821120844e-05
