epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.9981102252187838,1.0027159145518916,0.8388,0.8465,"{'cloudy': 0.822, 'rainy': 0.7887, 'snowy': 0.8665, 'sunny': 0.8781}",0.0001
1,0.7418776331292359,0.7448797208159718,0.8742,0.8791,"{'cloudy': 0.8637, 'rainy': 0.8383, 'snowy': 0.8947, 'sunny': 0.9003}",9.988946049184609e-05
2,0.7060936689376831,0.7308300364373336,0.8712,0.8812,"{'cloudy': 0.8719, 'rainy': 0.8286, 'snowy': 0.881, 'sunny': 0.9033}",9.955833566366162e-05
3,0.6757519007182393,0.7442443183998564,0.8853,0.8902,"{'cloudy': 0.8784, 'rainy': 0.8629, 'snowy': 0.8914, 'sunny': 0.9086}",9.900810439931104e-05
4,0.6607326289546807,0.6843073626062763,0.8864,0.8893,"{'cloudy': 0.8771, 'rainy': 0.8484, 'snowy': 0.9133, 'sunny': 0.9069}",9.824122416519163e-05
5,0.6433481467540726,0.6585185701277718,0.8845,0.8881,"{'cloudy': 0.8735, 'rainy': 0.8479, 'snowy': 0.9096, 'sunny': 0.9071}",9.726112003459197e-05
6,0.6262168630447678,0.6897333451171419,0.8822,0.8867,"{'cloudy': 0.8719, 'rainy': 0.8396, 'snowy': 0.9103, 'sunny': 0.9069}",9.607216939048322e-05
7,0.6069630520425369,0.7436838710485999,0.877,0.8815,"{'cloudy': 0.8617, 'rainy': 0.8504, 'snowy': 0.8911, 'sunny': 0.9048}",9.467968237506411e-05
8,0.5894618208870688,0.6771045852063308,0.8793,0.886,"{'cloudy': 0.8728, 'rainy': 0.8299, 'snowy': 0.9056, 'sunny': 0.9089}",9.308987817337689e-05
9,0.5776715083720566,0.7290015380773971,0.8735,0.8801,"{'cloudy': 0.863, 'rainy': 0.826, 'snowy': 0.9003, 'sunny': 0.9047}",9.130985723691713e-05
10,0.5629186028536735,0.7107571163284245,0.8768,0.8796,"{'cloudy': 0.8627, 'rainy': 0.8356, 'snowy': 0.9096, 'sunny': 0.8992}",8.93475695712937e-05
11,0.550242834444735,0.6688893277253678,0.8808,0.8834,"{'cloudy': 0.8672, 'rainy': 0.8386, 'snowy': 0.9148, 'sunny': 0.9027}",8.72117792295739e-05
12,0.5427007020199707,0.672554810100527,0.8795,0.8812,"{'cloudy': 0.862, 'rainy': 0.8462, 'snowy': 0.9084, 'sunny': 0.9016}",8.491202516989479e-05
13,0.5328569020155265,0.6579612827123101,0.8833,0.8872,"{'cloudy': 0.8741, 'rainy': 0.8433, 'snowy': 0.9093, 'sunny': 0.9063}",8.245857865216071e-05
14,0.5216405852892553,0.6640155270918092,0.8765,0.8819,"{'cloudy': 0.8666, 'rainy': 0.8429, 'snowy': 0.8935, 'sunny': 0.903}",7.986239736410308e-05
