epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.47043970196138524,0.3168333520608625,0.8703,0.8827,"{'cloudy': 0.8777, 'rainy': 0.8457, 'snowy': 0.8542, 'sunny': 0.9035}",0.0001
1,0.3122436509130123,0.2625226513622679,0.9021,0.9063,"{'cloudy': 0.8971, 'rainy': 0.8726, 'snowy': 0.9174, 'sunny': 0.9212}",9.988946049184609e-05
2,0.26823269464146254,0.2847415733893395,0.8948,0.8952,"{'cloudy': 0.8798, 'rainy': 0.8743, 'snowy': 0.9151, 'sunny': 0.9099}",9.955833566366162e-05
3,0.2357387189281507,0.27732387569004713,0.8921,0.8964,"{'cloudy': 0.8826, 'rainy': 0.8574, 'snowy': 0.9118, 'sunny': 0.9165}",9.900810439931104e-05
4,0.19532266148212285,0.31345531196443754,0.8964,0.8961,"{'cloudy': 0.8829, 'rainy': 0.8571, 'snowy': 0.9333, 'sunny': 0.9122}",9.824122416519163e-05
5,0.15983707780120948,0.3395014486527475,0.9043,0.9047,"{'cloudy': 0.8929, 'rainy': 0.8817, 'snowy': 0.9258, 'sunny': 0.917}",9.726112003459197e-05
6,0.14052138454236612,0.37979339696635417,0.8951,0.8952,"{'cloudy': 0.8863, 'rainy': 0.8638, 'snowy': 0.9243, 'sunny': 0.9059}",9.607216939048322e-05
7,0.11929330766992732,0.3814046896613894,0.8935,0.8969,"{'cloudy': 0.8826, 'rainy': 0.8539, 'snowy': 0.9202, 'sunny': 0.9173}",9.467968237506411e-05
8,0.1014348568582105,0.40828876530654457,0.898,0.8926,"{'cloudy': 0.8735, 'rainy': 0.8882, 'snowy': 0.9268, 'sunny': 0.9036}",9.308987817337689e-05
9,0.0879155738841198,0.6375454721348871,0.8844,0.8803,"{'cloudy': 0.869, 'rainy': 0.8592, 'snowy': 0.92, 'sunny': 0.8896}",9.130985723691713e-05
10,0.0788510547813021,0.49672412535864024,0.9025,0.8973,"{'cloudy': 0.8814, 'rainy': 0.8906, 'snowy': 0.9313, 'sunny': 0.9065}",8.93475695712937e-05
11,0.06885076593430943,0.5427372553948724,0.8956,0.8961,"{'cloudy': 0.8824, 'rainy': 0.8749, 'snowy': 0.9147, 'sunny': 0.9106}",8.72117792295739e-05
12,0.06405140943754556,0.7100707623513508,0.8945,0.8916,"{'cloudy': 0.8781, 'rainy': 0.8722, 'snowy': 0.9245, 'sunny': 0.9032}",8.491202516989479e-05
13,0.05492775699926056,0.872395872323667,0.8966,0.895,"{'cloudy': 0.88, 'rainy': 0.8642, 'snowy': 0.9326, 'sunny': 0.9096}",8.245857865216071e-05
14,0.048683280192414545,0.7879512067669894,0.899,0.895,"{'cloudy': 0.8767, 'rainy': 0.8741, 'snowy': 0.9368, 'sunny': 0.9086}",7.986239736410308e-05
15,0.04079302678863735,0.8276783905291124,0.896,0.8938,"{'cloudy': 0.8736, 'rainy': 0.8599, 'snowy': 0.9407, 'sunny': 0.91}",7.713507648158695e-05
