epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.3266688496938774,0.36112060230326554,0.9058,0.9018,"{'cloudy': 0.8929, 'rainy': 0.9333, 'snowy': 0.8906, 'sunny': 0.9062}",3e-05
1,0.1677940866776875,0.31159036856337,0.9065,0.9059,"{'cloudy': 0.8994, 'rainy': 0.9254, 'snowy': 0.8889, 'sunny': 0.9123}",2.9967619740035725e-05
2,0.11976461406974566,0.27406564794744,0.9134,0.9129,"{'cloudy': 0.9076, 'rainy': 0.9323, 'snowy': 0.896, 'sunny': 0.9177}",2.9870623578244312e-05
3,0.08142725399562291,0.24989708195916255,0.9164,0.9184,"{'cloudy': 0.9117, 'rainy': 0.9242, 'snowy': 0.9016, 'sunny': 0.9279}",2.970944472303051e-05
4,0.06122624966360274,0.23303439126744785,0.924,0.9253,"{'cloudy': 0.9184, 'rainy': 0.9323, 'snowy': 0.9106, 'sunny': 0.9345}",2.9484803038288462e-05
5,0.04393193129272688,0.22292628183039714,0.9279,0.9295,"{'cloudy': 0.9233, 'rainy': 0.9323, 'snowy': 0.918, 'sunny': 0.9381}",2.9197701828314823e-05
6,0.0362446387608846,0.216542253230253,0.9303,0.9308,"{'cloudy': 0.925, 'rainy': 0.9323, 'snowy': 0.9256, 'sunny': 0.9381}",2.884942335680822e-05
7,0.032047658200774876,0.2130996971277257,0.9359,0.935,"{'cloudy': 0.9282, 'rainy': 0.9323, 'snowy': 0.9412, 'sunny': 0.9418}",2.844152311996828e-05
8,0.026114881393455323,0.21205167323553367,0.9359,0.935,"{'cloudy': 0.9282, 'rainy': 0.9323, 'snowy': 0.9412, 'sunny': 0.9418}",2.7975822899272025e-05
9,0.01989389175460452,0.21366774795751553,0.9349,0.9364,"{'cloudy': 0.9297, 'rainy': 0.9323, 'snowy': 0.9322, 'sunny': 0.9455}",2.745440262495553e-05
10,0.019076478977998097,0.2186021642119158,0.9345,0.9378,"{'cloudy': 0.9314, 'rainy': 0.9254, 'snowy': 0.9322, 'sunny': 0.9489}",2.687959108654059e-05
11,0.013814954601583027,0.22609173084619333,0.9386,0.9419,"{'cloudy': 0.9346, 'rainy': 0.9254, 'snowy': 0.9402, 'sunny': 0.9542}",2.625395553189539e-05
12,0.016652493391718183,0.2347362009506627,0.9391,0.9405,"{'cloudy': 0.9331, 'rainy': 0.9323, 'snowy': 0.9402, 'sunny': 0.9507}",2.558029020128232e-05
13,0.008442017826296035,0.24483860096354518,0.9399,0.9419,"{'cloudy': 0.9348, 'rainy': 0.9323, 'snowy': 0.9402, 'sunny': 0.9524}",2.486160384760264e-05
14,0.011096313311940147,0.2565381255791062,0.9431,0.9447,"{'cloudy': 0.9378, 'rainy': 0.9403, 'snowy': 0.9402, 'sunny': 0.9542}",2.4101106298575656e-05
15,0.004944898259072077,0.27189959347323683,0.9423,0.9433,"{'cloudy': 0.9363, 'rainy': 0.9403, 'snowy': 0.9402, 'sunny': 0.9524}",2.330219412086891e-05
16,0.024458532354661396,0.290771975911807,0.9453,0.9461,"{'cloudy': 0.9397, 'rainy': 0.9474, 'snowy': 0.9402, 'sunny': 0.9541}",2.246843545020692e-05
17,0.00900914009128298,0.30727553161606286,0.9462,0.9474,"{'cloudy': 0.9412, 'rainy': 0.9474, 'snowy': 0.9402, 'sunny': 0.9559}",2.1603554055210866e-05
18,0.006550669528189159,0.323191481188172,0.9451,0.9488,"{'cloudy': 0.9444, 'rainy': 0.9474, 'snowy': 0.931, 'sunny': 0.9577}",2.071141270614394e-05
19,0.00939071366474742,0.3424422050151525,0.9476,0.9502,"{'cloudy': 0.946, 'rainy': 0.9474, 'snowy': 0.9391, 'sunny': 0.9577}",1.97959959228417e-05
20,0.0048165741420927504,0.3634204375919422,0.9476,0.9502,"{'cloudy': 0.946, 'rainy': 0.9474, 'snowy': 0.9391, 'sunny': 0.9577}",1.8861392178879166e-05
21,0.011117240289847057,0.3823753267479481,0.9484,0.9516,"{'cloudy': 0.9477, 'rainy': 0.9474, 'snowy': 0.9391, 'sunny': 0.9594}",1.7911775641455386e-05
22,0.005992453935600463,0.40010155740959935,0.9484,0.9516,"{'cloudy': 0.9477, 'rainy': 0.9474, 'snowy': 0.9391, 'sunny': 0.9594}",1.695138752854943e-05
23,0.0069982560262793585,0.4204883077730192,0.9509,0.953,"{'cloudy': 0.9494, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9594}",1.598451716661128e-05
24,0.004920098433891932,0.44020983086496157,0.9509,0.953,"{'cloudy': 0.9494, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9594}",1.501548283338872e-05
25,0.013772476145199367,0.46098963167939766,0.9509,0.953,"{'cloudy': 0.9494, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9594}",1.4048612471450574e-05
26,0.010204115155197325,0.48084589914211884,0.9509,0.953,"{'cloudy': 0.9494, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9594}",1.3088224358544615e-05
27,0.007315418585425331,0.4965584669984102,0.9501,0.9516,"{'cloudy': 0.9479, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9576}",1.2138607821120844e-05
28,0.001237088938554128,0.5130023542059413,0.9492,0.9502,"{'cloudy': 0.9464, 'rainy': 0.9474, 'snowy': 0.9474, 'sunny': 0.9558}",1.120400407715831e-05
29,0.002604938724211284,0.5234837933506489,0.9468,0.9488,"{'cloudy': 0.9449, 'rainy': 0.9394, 'snowy': 0.9474, 'sunny': 0.9558}",1.0288587293856064e-05
30,0.0034426472016743253,0.5386518859523765,0.9477,0.9502,"{'cloudy': 0.9465, 'rainy': 0.9394, 'snowy': 0.9474, 'sunny': 0.9574}",9.396445944789147e-06
31,0.007725623640276137,0.5498522263553004,0.9477,0.9502,"{'cloudy': 0.9465, 'rainy': 0.9394, 'snowy': 0.9474, 'sunny': 0.9574}",8.531564549793087e-06
32,0.00391927712729999,0.5622900688082629,0.9477,0.9502,"{'cloudy': 0.9465, 'rainy': 0.9394, 'snowy': 0.9474, 'sunny': 0.9574}",7.697805879131098e-06
33,0.0008059621566817874,0.5727539712016037,0.9477,0.9502,"{'cloudy': 0.9465, 'rainy': 0.9394, 'snowy': 0.9474, 'sunny': 0.9574}",6.89889370142435e-06
