epoch,train_loss,val_loss,val_macro_f1,val_accuracy,per_class_f1,lr
0,0.6892059939737255,0.7350956697482616,0.9061,0.9012,"{'cloudy': 0.8961, 'rainy': 0.8936, 'snowy': 0.9333, 'sunny': 0.9013}",3e-05
1,0.2540318254079368,0.6666256085736677,0.9091,0.9032,"{'cloudy': 0.8991, 'rainy': 0.9032, 'snowy': 0.9333, 'sunny': 0.9008}",2.9967619740035725e-05
2,0.15935102502840595,0.6009503612294793,0.9115,0.9071,"{'cloudy': 0.9037, 'rainy': 0.9032, 'snowy': 0.9333, 'sunny': 0.9059}",2.9870623578244312e-05
3,0.11500579868820873,0.5476729070069268,0.9139,0.9111,"{'cloudy': 0.9083, 'rainy': 0.9032, 'snowy': 0.9333, 'sunny': 0.9109}",2.970944472303051e-05
4,0.08862661424319486,0.5065723643638194,0.9227,0.919,"{'cloudy': 0.9178, 'rainy': 0.913, 'snowy': 0.9438, 'sunny': 0.916}",2.9484803038288462e-05
5,0.06029668520833995,0.4751058401307091,0.9263,0.9249,"{'cloudy': 0.9245, 'rainy': 0.913, 'snowy': 0.9438, 'sunny': 0.9239}",2.9197701828314823e-05
6,0.049024589309418526,0.45039660832844675,0.9275,0.9269,"{'cloudy': 0.9266, 'rainy': 0.913, 'snowy': 0.9438, 'sunny': 0.9266}",2.884942335680822e-05
7,0.02878719346748816,0.4317498914897442,0.9252,0.9269,"{'cloudy': 0.9269, 'rainy': 0.9011, 'snowy': 0.9438, 'sunny': 0.9289}",2.844152311996828e-05
8,0.015390233061200864,0.4170890408568084,0.9264,0.9289,"{'cloudy': 0.9294, 'rainy': 0.9011, 'snowy': 0.9438, 'sunny': 0.9313}",2.7975822899272025e-05
9,0.017305275324631383,0.4061132758506574,0.9264,0.9289,"{'cloudy': 0.9297, 'rainy': 0.9011, 'snowy': 0.9438, 'sunny': 0.9309}",2.745440262495553e-05
10,0.011145485917458663,0.39638367848237976,0.9264,0.9289,"{'cloudy': 0.9297, 'rainy': 0.9011, 'snowy': 0.9438, 'sunny': 0.9309}",2.687959108654059e-05
11,0.003272794992537112,0.389072773483349,0.9307,0.9328,"{'cloudy': 0.9342, 'rainy': 0.9111, 'snowy': 0.9438, 'sunny': 0.9337}",2.625395553189539e-05
12,0.009136233579468083,0.38259607713553123,0.9271,0.9308,"{'cloudy': 0.9321, 'rainy': 0.8989, 'snowy': 0.9438, 'sunny': 0.9337}",2.558029020128232e-05
13,0.00987626420887741,0.38044200475269463,0.9283,0.9328,"{'cloudy': 0.9345, 'rainy': 0.8989, 'snowy': 0.9438, 'sunny': 0.9361}",2.486160384760264e-05
14,0.013553834797160045,0.3789534624811495,0.9283,0.9328,"{'cloudy': 0.9345, 'rainy': 0.8989, 'snowy': 0.9438, 'sunny': 0.9361}",2.4101106298575656e-05
15,0.005061926722929285,0.37482615940098185,0.9283,0.9328,"{'cloudy': 0.9345, 'rainy': 0.8989, 'snowy': 0.9438, 'sunny': 0.9361}",2.330219412086891e-05
16,0.011517127120011562,0.3746768004857586,0.9295,0.9348,"{'cloudy': 0.9367, 'rainy': 0.8989, 'snowy': 0.9438, 'sunny': 0.9388}",2.246843545020692e-05
17,0.005356402262239842,0.3759541266626911,0.9363,0.9387,"{'cloudy': 0.9409, 'rainy': 0.9213, 'snowy': 0.9438, 'sunny': 0.9391}",2.1603554055210866e-05
18,0.007827613754449663,0.3818415164714679,0.9386,0.9387,"{'cloudy': 0.9406, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9367}",2.071141270614394e-05
19,0.014059618266450392,0.38716732326793135,0.9386,0.9387,"{'cloudy': 0.9409, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9364}",1.97959959228417e-05
20,0.002023744271010966,0.3935503738666739,0.9398,0.9407,"{'cloudy': 0.9433, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9388}",1.8861392178879166e-05
21,0.0031804951864319877,0.3998183183639412,0.9386,0.9387,"{'cloudy': 0.9409, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9364}",1.7911775641455386e-05
22,0.004907934246836482,0.4083856920733524,0.9398,0.9407,"{'cloudy': 0.9433, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9388}",1.695138752854943e-05
23,0.004949915348678021,0.41936144560395405,0.9398,0.9407,"{'cloudy': 0.9433, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9388}",1.598451716661128e-05
24,0.010748444427106832,0.4298804377999659,0.9398,0.9407,"{'cloudy': 0.9433, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9388}",1.501548283338872e-05
25,0.01355912652168725,0.4392851308525678,0.941,0.9427,"{'cloudy': 0.9455, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9415}",1.4048612471450574e-05
26,0.0034185377125804488,0.4478359954202915,0.941,0.9427,"{'cloudy': 0.9455, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9415}",1.3088224358544615e-05
27,0.0039263735651164445,0.4575050897340134,0.9422,0.9447,"{'cloudy': 0.9478, 'rainy': 0.9333, 'snowy': 0.9438, 'sunny': 0.9439}",1.2138607821120844e-05
